#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   V      u      v      b      y      Hb_w   Hb_n     Mact
 1   9.87 -0.13  1.04262  0.314 3.777  4.196 12.70  0.111 0.91 16.239 16.390 18.382 17.409 16.787 16.371 16.577 13.473  1.043 
 1   9.87 -0.11  0.90562 -0.136 3.748  4.470 11.50  0.133 0.91 16.124 16.370 18.706 17.632 16.840 16.346 16.601 13.481  0.906 
 1   9.87 -0.01  1.03135  0.263 3.767  4.202 12.00  0.133 0.00 16.112 16.286 18.389 17.369 16.703 16.266 16.485 13.381  1.031 
 1   9.87  0.01  1.03834  0.241 3.768  4.233 11.90  0.116 0.00 16.068 16.220 18.305 17.291 16.630 16.201 16.415 13.311  1.038 
 1   9.87  0.01  1.03906  0.244 3.768  4.231 12.40  0.127 0.00 16.561 16.725 18.816 17.800 17.138 16.705 16.922 13.818  1.039 
 1   9.87  0.03  0.44901 -1.496 3.586  4.875  7.00  0.087 0.81 14.984 16.296 20.307 18.345 17.180 16.228 16.846 13.703  0.449 
 1   9.87  0.03  0.91808 -0.156 3.740  4.464  9.30  0.122 0.94 13.891 14.133 16.586 15.460 14.615 14.108 14.370 11.250  0.918 
 1   9.87  0.03  0.97827  0.038 3.758  4.368 10.80  0.110 0.00 15.476 15.642 17.822 16.789 16.073 15.621 15.848 12.739  0.978 
 1   9.87  0.07  0.96826 -0.007 3.752  4.387 11.50  0.110 0.98 15.612 15.792 18.068 17.004 16.242 15.771 16.009 12.896  0.968 
 1   9.87  0.15  1.00572  0.080 3.755  4.326  9.70  0.119 0.00 14.271 14.446 16.722 15.650 14.893 14.425 14.661 11.552  1.006 
 1   9.89 -0.71  0.99777  1.013 3.705  3.188 12.30  0.142 0.00 14.537 14.900 17.431 16.275 15.442 14.881 15.179 12.053  0.998 
 1   9.89 -0.69  0.78900 -0.238 3.758  4.550 11.20  0.119 0.00 16.565 16.781 18.696 17.818 17.202 16.763 16.982 13.861  0.789 
 1   9.89 -0.63  1.01456  0.623 3.730  3.689 12.20  0.125 0.00 15.413 15.682 17.915 16.880 16.160 15.664 15.919 12.795  1.015 
 1   9.89 -0.61  0.77440 -0.326 3.743  4.570 10.60  0.126 0.00 16.186 16.431 18.527 17.574 16.880 16.410 16.650 13.525  0.774 
 1   9.89 -0.59  1.13134  0.040 3.783  4.423 12.00  0.129 0.78 16.669 16.860 18.619 17.767 17.236 16.842 17.036 13.930  0.885 
 1   9.89 -0.57  0.98891  0.422 3.801  4.163 12.40  0.138 0.00 16.115 16.295 18.003 17.108 16.637 16.278 16.455 13.365  0.989 
 1   9.89 -0.55  0.95466  0.262 3.798  4.296 11.80  0.139 0.00 15.916 16.101 17.807 16.935 16.450 16.084 16.264 13.171  0.955 
 1   9.89 -0.55  1.07286  0.624 3.773  3.866 13.40  0.146 0.96 16.595 16.818 18.704 17.768 17.214 16.801 17.005 13.897  1.033 
 1   9.89 -0.53  0.84766 -0.120 3.766  4.495 11.50  0.123 0.00 16.570 16.771 18.666 17.779 17.178 16.752 16.963 13.848  0.848 
 1   9.89 -0.51  0.92276  0.123 3.788  4.378 12.20  0.129 0.96 16.044 16.229 18.008 17.140 16.605 16.211 16.405 13.301  0.923 
 1   9.89 -0.51  1.00727  0.463 3.800  4.123 12.50  0.122 0.00 16.113 16.274 17.996 17.092 16.615 16.257 16.432 13.341  1.007 
 1   9.89 -0.51  1.04588  0.639 3.716  3.629 12.80  0.107 0.91 15.620 15.869 18.025 17.016 16.325 15.849 16.094 12.978  1.046 
 1   9.89 -0.49  0.79170 -0.323 3.740  4.564 11.00  0.131 0.00 16.577 16.828 18.999 18.009 17.285 16.807 17.052 13.927  0.792 
 1   9.89 -0.49  1.00418  0.444 3.799  4.137 11.40  0.126 0.00 15.060 15.224 16.956 16.050 15.568 15.207 15.384 12.293  1.004 
 1   9.89 -0.49  1.04812  0.704 3.709  3.537 12.20  0.116 0.00 15.211 15.529 18.055 16.901 16.055 15.508 15.797 12.671  1.048 
 1   9.89 -0.47  1.01807  0.516 3.790  4.038 12.40  0.118 0.81 15.704 15.872 17.694 16.769 16.240 15.854 16.044 12.944  1.018 
 1   9.89 -0.43  1.02029  0.529 3.781  3.988 11.90  0.124 0.00 15.349 15.520 17.378 16.440 15.898 15.502 15.696 12.595  1.020 
 1   9.89 -0.43  0.97607  0.280 3.789  4.250 12.40  0.148 0.00 16.471 16.662 18.464 17.559 17.032 16.645 16.836 13.738  0.976 
 1   9.89 -0.41  0.79578 -0.336 3.736  4.566  8.60  0.108 0.00 14.210 14.443 16.669 15.652 14.902 14.420 14.668 11.542  0.796 
 1   9.89 -0.41  0.99922  0.431 3.790  4.113 11.10  0.132 0.87 14.510 14.688 16.529 15.604 15.062 14.671 14.864 11.765  0.999 
 1   9.89 -0.39  0.97584  0.279 3.784  4.231 11.30  0.144 0.00 15.374 15.562 17.407 16.490 15.941 15.544 15.741 12.640  0.976 
 1   9.89 -0.35  0.96443  0.217 3.786  4.297 11.20  0.133 0.00 15.427 15.600 17.430 16.517 15.972 15.582 15.775 12.676  0.964 
 1   9.89 -0.35  1.03022  0.504 3.778  4.003 11.90  0.111 0.88 15.105 15.264 17.159 16.220 15.650 15.245 15.444 12.339  1.030 
 1   9.89 -0.35  0.98683  0.279 3.783  4.232 12.40  0.135 0.00 16.474 16.651 18.509 17.586 17.030 16.633 16.829 13.729  0.987 
 1   9.89 -0.33  1.01670  0.413 3.789  4.135 12.40  0.121 0.00 16.137 16.292 18.124 17.188 16.656 16.275 16.462 13.367  1.017 
 1   9.89 -0.31  0.95337  0.123 3.780  4.358 12.00  0.134 0.00 16.461 16.640 18.520 17.603 17.027 16.621 16.822 13.719  0.953 
 1   9.89 -0.31  0.91489  0.002 3.770  4.423 12.40  0.118 0.93 16.630 16.816 18.818 17.875 17.232 16.797 17.014 13.901  0.915 
 1   9.89 -0.27  0.94996  0.085 3.775  4.377 10.30  0.137 0.00 14.857 15.039 16.960 16.033 15.436 15.021 15.227 12.121  0.950 
 1   9.89 -0.27  1.00973  0.266 3.780  4.243 11.50  0.138 0.00 15.605 15.782 17.685 16.745 16.169 15.764 15.965 12.864  1.010 
 1   9.89 -0.25  0.96833  0.131 3.778  4.350 10.80  0.122 0.00 15.242 15.405 17.311 16.382 15.794 15.387 15.588 12.484  0.968 
 1   9.89 -0.25  1.04352  0.424 3.785  4.119 12.40  0.129 0.00 16.111 16.271 18.161 17.205 16.646 16.253 16.448 13.351  1.044 
 1   9.89 -0.25  1.05565  0.474 3.781  4.056 12.60  0.136 0.87 15.883 16.061 18.006 17.042 16.453 16.043 16.247 13.145  1.056 
 1   9.89 -0.21  1.05132  0.413 3.783  4.126 12.80  0.127 0.00 16.538 16.695 18.607 17.644 17.074 16.677 16.874 13.776  1.051 
 1   9.89 -0.17  1.01059  0.238 3.777  4.260 11.20  0.105 0.00 15.375 15.516 17.450 16.498 15.902 15.497 15.697 12.595  1.011 
 1   9.89 -0.15  0.93369 -0.020 3.761  4.418 10.10  0.112 0.90 14.474 14.672 16.848 15.832 15.111 14.650 14.884 11.769  0.934 
 1   9.89 -0.15  0.98538  0.149 3.774  4.325 11.80  0.154 0.00 16.199 16.391 18.382 17.417 16.796 16.372 16.584 13.480  0.985 
 1   9.89 -0.13  0.89355 -0.155 3.747  4.477 10.10  0.120 0.00 15.257 15.464 17.690 16.659 15.914 15.443 15.682 12.565  0.894 
 1   9.89 -0.13  0.90389 -0.122 3.750  4.463 10.40  0.121 0.00 15.475 15.675 17.863 16.846 16.119 15.654 15.890 12.773  0.904 
 1   9.89 -0.13  1.22574  0.396 3.776  4.119 10.70  0.107 0.86 14.480 14.619 16.587 15.609 15.008 14.601 14.802 11.701  1.059 
 1   9.89 -0.13  0.95042  0.027 3.764  4.391 11.30  0.139 0.00 16.001 16.195 18.269 17.283 16.616 16.175 16.397 13.288  0.950 
 1   9.89 -0.11  1.48693  0.338 3.774  4.162 10.10  0.141 0.70 14.024 14.199 16.206 15.219 14.600 14.180 14.390 11.287  1.044 
 1   9.89 -0.11  0.97013  0.088 3.768  4.354 11.90  0.116 0.92 15.957 16.134 18.238 17.241 16.558 16.114 16.337 13.226  0.970 
 1   9.89 -0.09  0.76878 -0.564 3.692  4.601  9.80  0.137 0.00 15.980 16.401 19.333 17.995 16.951 16.359 16.688 13.546  0.769 
 1   9.89 -0.09  0.86776 -0.255 3.734  4.513 10.60  0.117 0.00 16.007 16.243 18.631 17.536 16.718 16.219 16.476 13.355  0.868 
 1   9.89 -0.09  0.96774  0.075 3.766  4.357 10.80  0.121 0.00 15.382 15.552 17.618 16.629 15.967 15.533 15.750 12.642  0.968 
 1   9.89 -0.07  1.03740  0.309 3.771  4.175 11.20  0.121 0.00 15.198 15.356 17.394 16.396 15.760 15.337 15.548 12.444  1.037 
 1   9.89 -0.07  0.96492  0.061 3.764  4.361 11.30  0.104 0.00 15.917 16.073 18.156 17.160 16.488 16.053 16.270 13.162  0.965 
 1   9.89 -0.07  0.87430 -0.243 3.734  4.507 11.50  0.146 0.98 16.204 16.478 18.930 17.809 16.966 16.453 16.720 13.598  0.874 
 1   9.89 -0.05  1.03525  0.299 3.769  4.178 11.60  0.096 0.00 15.623 15.758 17.803 16.803 16.160 15.739 15.948 12.843  1.035 
 1   9.89 -0.03  1.03661  0.301 3.768  4.170 13.00  0.128 0.88 16.672 16.853 18.988 17.962 17.278 16.833 17.057 13.949  1.037 
 1   9.89  0.03  0.95170 -0.034 3.752  4.403 11.40  0.129 0.00 16.256 16.453 18.703 17.650 16.901 16.432 16.670 13.557  0.952 
 1   9.91 -0.71  0.97666  0.612 3.731  3.686 12.40  0.127 0.00 15.641 15.914 18.115 17.097 16.391 15.896 16.150 13.026  0.977 
 1   9.91 -0.65  0.82433 -0.119 3.768  4.492 11.60  0.130 0.00 16.667 16.879 18.722 17.862 17.283 16.861 17.069 13.954  0.824 
 1   9.91 -0.61  0.93177  0.261 3.798  4.285 10.50  0.136 0.00 14.618 14.805 16.499 15.634 15.154 14.788 14.967 11.874  0.932 
 1   9.91 -0.59  0.80799 -0.213 3.756  4.528 10.40  0.120 0.92 15.186 15.421 17.483 16.542 15.863 15.400 15.635 12.512  0.808 
 1   9.91 -0.57  0.74583 -0.435 3.727  4.599  9.20  0.110 0.75 14.824 15.152 17.529 16.461 15.646 15.123 15.403 12.267  0.746 
 1   9.91 -0.57  1.07176  0.007 3.779  4.435 11.20  0.123 0.82 15.941 16.136 17.911 17.058 16.517 16.118 16.313 13.205  0.875 
 1   9.91 -0.57  0.96867  0.364 3.799  4.203 11.70  0.125 0.00 15.559 15.728 17.429 16.547 16.072 15.712 15.887 12.796  0.969 
 1   9.91 -0.57  0.97146  0.378 3.799  4.191 12.50  0.134 0.00 16.324 16.503 18.211 17.325 16.849 16.487 16.664 13.573  0.971 
 1   9.91 -0.55  0.97064  0.349 3.799  4.217 12.10  0.144 0.00 15.998 16.186 17.903 17.016 16.535 16.169 16.349 13.257  0.971 
 1   9.91 -0.53  0.93350  0.193 3.793  4.332  8.20  0.104 0.00 12.486 12.639 14.354 13.490 12.992 12.622 12.801  9.704  0.934 
 1   9.91 -0.53  0.87114 -0.028 3.775  4.451 11.30  0.139 0.00 16.141 16.345 18.172 17.304 16.739 16.326 16.530 13.419  0.871 
 1   9.91 -0.51  0.96615  0.290 3.796  4.263 11.80  0.119 0.00 15.844 16.007 17.727 16.847 16.356 15.990 16.169 13.074  0.966 
 1   9.91 -0.47  1.02934  0.556 3.730  3.762 11.30  0.128 0.00 14.680 14.947 17.238 16.176 15.428 14.927 15.185 12.063  1.029 
 1   9.91 -0.45  1.02434  0.560 3.749  3.832 11.10  0.121 0.00 14.471 14.687 16.784 15.788 15.127 14.668 14.898 11.781  1.024 
 1   9.91 -0.45  1.03080  0.581 3.715  3.677 12.40  0.129 0.89 15.399 15.676 17.917 16.882 16.150 15.655 15.912 12.793  1.031 
 1   9.91 -0.43  0.80162 -0.302 3.741  4.554 10.00  0.128 0.00 15.526 15.769 17.947 16.951 16.224 15.747 15.992 12.868  0.802 
 1   9.91 -0.43  0.81299 -0.264 3.746  4.542 11.20  0.112 0.00 16.629 16.844 18.953 17.985 17.286 16.823 17.058 13.935  0.813 
 1   9.91 -0.43  1.02983  0.598 3.711  3.641 12.80  0.135 0.00 16.074 16.406 18.949 17.789 16.933 16.384 16.674 13.549  1.030 
 1   9.91 -0.41  0.83238 -0.203 3.753  4.518 11.30  0.117 0.00 16.578 16.784 18.836 17.888 17.216 16.764 16.992 13.872  0.832 
 1   9.91 -0.41  0.90435  0.045 3.777  4.403 11.80  0.124 0.00 16.457 16.635 18.485 17.593 17.023 16.617 16.817 13.710  0.904 
 1   9.91 -0.41  1.04134  1.710 3.665  2.352 12.80  0.132 0.00 13.296 13.822 17.097 15.632 14.491 13.799 14.177 11.055  1.041 
 1   9.91 -0.39  0.90358  0.043 3.776  4.400 10.40  0.090 0.85 14.749 14.919 16.867 15.944 15.323 14.898 15.109 11.996  0.904 
 1   9.91 -0.39  0.94479  0.197 3.784  4.298 10.90  0.116 0.73 15.047 15.237 17.121 16.200 15.624 15.217 15.421 12.315  0.945 
 1   9.91 -0.39  1.00332  0.492 3.775  3.994 11.50  0.130 0.00 15.041 15.221 17.128 16.182 15.613 15.203 15.405 12.300  1.003 
 1   9.91 -0.39  0.95361  0.225 3.784  4.273 11.60  0.133 0.00 15.808 15.986 17.820 16.911 16.363 15.968 16.163 13.061  0.954 
 1   9.91 -0.39  0.96061  0.247 3.783  4.252 12.90  0.156 0.91 16.627 16.837 18.727 17.807 17.231 16.819 17.024 13.919  0.961 
 1   9.91 -0.37  0.91385  0.078 3.778  4.377 11.00  0.131 0.00 15.574 15.756 17.623 16.720 16.145 15.738 15.939 12.833  0.914 
 1   9.91 -0.35  1.01375  0.464 3.781  4.051 11.60  0.138 0.00 15.209 15.389 17.277 16.328 15.772 15.372 15.570 12.469  1.014 
 1   9.91 -0.35  0.98137  0.277 3.780  4.218 11.80  0.139 0.87 15.535 15.729 17.653 16.719 16.127 15.710 15.918 12.811  0.981 
 1   9.91 -0.35  0.99828  0.395 3.788  4.140 12.90  0.133 0.77 16.539 16.726 18.621 17.673 17.109 16.707 16.907 13.807  0.998 
 1   9.91 -0.31  0.76859 -0.464 3.714  4.592  9.90  0.128 0.00 15.831 16.147 18.688 17.532 16.650 16.117 16.401 13.269  0.769 
 1   9.91 -0.29  1.00684  0.306 3.779  4.199 11.70  0.106 0.00 15.705 15.853 17.738 16.803 16.233 15.834 16.030 12.928  1.007 
 1   9.91 -0.27  0.93140  0.044 3.771  4.395 10.30  0.134 0.00 14.961 15.147 17.099 16.164 15.550 15.128 15.338 12.230  0.931 
 1   9.91 -0.27  1.08166  1.545 3.666  2.537 13.10  0.123 0.90 13.960 14.456 17.604 16.213 15.105 14.431 14.797 11.675  1.082 
 1   9.91 -0.27  1.07362  0.813 3.693  3.376 13.50  0.149 0.00 16.238 16.645 19.505 18.217 17.228 16.621 16.946 13.822  1.074 
 1   9.91 -0.25  0.84912 -0.229 3.744  4.516  9.70  0.142 0.00 15.042 15.284 17.512 16.488 15.742 15.262 15.508 12.388  0.849 
 1   9.91 -0.25  0.84796 -0.232 3.743  4.517 10.70  0.125 0.00 16.051 16.278 18.501 17.478 16.733 16.256 16.500 13.379  0.848 
 1   9.91 -0.23  0.93650  0.038 3.769  4.394  9.40  0.118 0.00 14.075 14.246 16.223 15.276 14.650 14.226 14.437 11.328  0.937 
 1   9.91 -0.23  0.97618  0.165 3.778  4.320 10.70  0.143 0.00 15.058 15.241 17.168 16.227 15.634 15.222 15.427 12.324  0.976 
 1   9.91 -0.23  1.10243  2.639 5.077  6.819 10.80  0.142 0.75  8.970 15.446 15.376 15.569 15.499 15.435 15.381 12.225  0.585 
 1   9.91 -0.23  0.86232 -0.197 3.746  4.502 11.30  0.109 0.00 16.562 16.765 18.950 17.941 17.211 16.744 16.981 13.861  0.862 
 1   9.91 -0.23  0.96856  0.142 3.777  4.335 11.60  0.097 0.94 15.463 15.609 17.558 16.618 16.004 15.590 15.794 12.687  0.969 
 1   9.91 -0.21  1.43421  0.882 3.689  3.296 13.00  0.132 0.76 15.565 15.976 18.922 17.597 16.570 15.950 16.283 13.158  1.092 
 1   9.91 -0.19  1.02617  0.329 3.778  4.179 10.00  0.136 0.00 13.947 14.118 16.066 15.102 14.509 14.100 14.303 11.202  1.026 
 1   9.91 -0.19  0.93362  0.011 3.765  4.404 11.40  0.121 0.86 15.791 16.000 18.141 17.139 16.435 15.978 16.211 13.096  0.934 
 1   9.91 -0.19  1.09731  0.888 3.688  3.288 12.20  0.101 0.00 14.750 15.135 18.086 16.758 15.725 15.109 15.438 12.313  1.097 
 1   9.91 -0.17  1.11472  1.714 3.676  2.423 11.90  0.123 0.00 12.385 12.833 16.082 14.632 13.490 12.811 13.173 10.056  1.115 
 1   9.91 -0.15  0.70447 -0.743 3.668  4.647  7.50  0.099 0.00 14.128 14.651 17.855 16.380 15.235 14.594 14.969 11.807  0.704 
 1   9.91 -0.15  0.94382  0.029 3.765  4.389 11.20  0.150 0.94 15.353 15.570 17.699 16.699 16.006 15.550 15.781 12.669  0.944 
 1   9.91 -0.13  1.02723  0.310 3.774  4.181 10.70  0.111 0.83 14.444 14.609 16.659 15.666 15.019 14.589 14.804 11.697  1.027 
 1   9.91 -0.11  0.92635 -0.044 3.756  4.421 11.50  0.111 0.00 16.381 16.558 18.692 17.688 16.988 16.538 16.764 13.651  0.926 
 1   9.91 -0.09  0.88121 -0.202 3.740  4.491 11.70  0.157 0.95 16.398 16.682 19.113 18.001 17.169 16.657 16.924 13.802  0.881 
 1   9.91 -0.09  1.19048  0.159 3.769  4.296 11.80  0.144 0.83 16.171 16.357 18.409 17.418 16.770 16.338 16.555 13.450  0.987 
 1   9.91 -0.07  1.29597  1.692 3.670  2.423 13.30  0.091 0.87 13.840 14.294 17.668 16.169 14.966 14.270 14.641 11.523  1.123 
 1   9.91 -0.05  1.10064  0.612 3.689  3.570 12.80  0.117 0.91 15.690 16.016 18.625 17.445 16.546 15.990 16.284 13.164  1.101 
 1   9.91 -0.03  1.10944  1.226 3.667  2.873 12.30  0.128 0.80 13.967 14.473 17.776 16.313 15.131 14.443 14.817 11.692  1.109 
 1   9.91 -0.01  0.87264 -0.266 3.729  4.505  9.90  0.141 0.82 15.025 15.370 17.991 16.802 15.885 15.338 15.633 12.503  0.873 
 1   9.91 -0.01  1.05649  0.389 3.762  4.069 10.90  0.112 0.00 14.699 14.859 17.000 15.962 15.281 14.839 15.060 11.954  1.056 
 1   9.91  0.03  1.06772  0.401 3.757  4.039 11.30  0.132 0.00 15.068 15.256 17.479 16.413 15.697 15.236 15.468 12.361  1.068 
 1   9.91  0.09  0.86197 -0.333 3.716  4.518 10.60  0.129 0.90 15.741 16.102 18.926 17.644 16.638 16.065 16.377 13.243  0.862 
 1   9.91  0.15  0.97519  0.017 3.749  4.352 11.00  0.129 0.00 15.727 15.925 18.261 17.171 16.385 15.903 16.147 13.036  0.975 
 1   9.91  0.21  1.12602  1.958 3.616  1.943 13.60  0.133 0.00 13.476 14.416 18.989 16.897 15.301 14.378 14.909 11.783  1.126 
 1   9.91  0.23  0.93538 -0.129 3.735  4.423 10.80  0.116 0.00 15.891 16.113 18.646 17.485 16.603 16.088 16.352 13.237  0.935 
 1   9.93 -0.67  0.62828 -0.793 3.681  4.699  9.30  0.135 0.00 16.053 16.525 19.383 18.076 17.079 16.484 16.819 13.670  0.628 
 1   9.93 -0.67  0.88961  0.174 3.793  4.330 10.90  0.125 0.00 15.234 15.420 17.115 16.267 15.777 15.403 15.585 12.487  0.890 
 1   9.93 -0.65  0.64315 -0.748 3.686  4.686  9.40  0.115 0.00 16.041 16.467 19.242 17.974 17.006 16.428 16.750 13.603  0.643 
 1   9.93 -0.59  0.56191 -1.040 3.649  4.772  8.60  0.113 0.00 15.970 16.613 19.902 18.399 17.235 16.554 16.961 13.790  0.562 
 1   9.93 -0.57  0.89378  0.096 3.786  4.383 10.10  0.120 0.00 14.631 14.810 16.557 15.699 15.179 14.792 14.981 11.878  0.894 
 1   9.93 -0.57  0.89035  0.082 3.785  4.391 11.10  0.128 0.93 15.160 15.356 17.168 16.299 15.744 15.338 15.538 12.430  0.890 
 1   9.93 -0.57  0.93051  0.239 3.795  4.294 11.70  0.123 0.00 15.872 16.045 17.754 16.887 16.397 16.028 16.208 13.112  0.931 
 1   9.93 -0.55  1.04129  2.369 5.051  6.992 10.10  0.117 0.00  8.948 15.687 15.172 15.469 15.557 15.682 15.481 12.314  0.593 
 1   9.93 -0.55  0.91949  0.179 3.791  4.334 12.20  0.123 0.98 15.873 16.051 17.793 16.929 16.416 16.033 16.220 13.120  0.919 
 1   9.93 -0.55  1.01676  0.582 3.731  3.732 12.60  0.142 0.00 15.914 16.196 18.463 17.413 16.679 16.178 16.436 13.313  1.017 
 1   9.93 -0.53  0.80912 -0.229 3.752  4.530 11.00  0.135 0.00 16.343 16.574 18.599 17.670 17.010 16.555 16.785 13.663  0.809 
 1   9.93 -0.53  0.88082  0.021 3.779  4.423 11.20  0.122 0.00 15.917 16.101 17.897 17.033 16.484 16.083 16.279 13.172  0.881 
 1   9.93 -0.53  0.99598  0.498 3.792  4.053 11.80  0.131 0.00 15.325 15.501 17.271 16.357 15.859 15.484 15.668 12.572  0.996 
 1   9.93 -0.49  1.12376  0.569 3.763  3.873 10.80  0.115 0.90 14.146 14.336 16.302 15.342 14.745 14.318 14.529 11.418  1.013 
 1   9.93 -0.49  1.02390  0.666 3.710  3.566 11.70  0.133 0.00 14.805 15.138 17.667 16.513 15.666 15.117 15.407 12.282  1.024 
 1   9.93 -0.49  0.92385  0.156 3.788  4.346 12.10  0.125 0.00 16.480 16.655 18.419 17.544 17.022 16.638 16.826 13.726  0.924 
 1   9.93 -0.47  0.85857 -0.084 3.767  4.470 11.70  0.131 0.00 16.681 16.884 18.794 17.895 17.291 16.865 17.077 13.963  0.859 
 1   9.93 -0.45  1.02307  0.707 3.704  3.504 10.90  0.126 0.90 13.654 13.960 16.322 15.244 14.460 13.939 14.212 11.092  1.023 
 1   9.93 -0.45  0.96586  0.310 3.791  4.225 11.60  0.098 0.00 15.595 15.736 17.491 16.598 16.089 15.718 15.899 12.802  0.966 
 1   9.93 -0.45  0.88573  0.004 3.775  4.426 11.90  0.138 0.00 16.660 16.858 18.715 17.829 17.253 16.840 17.044 13.935  0.886 
 1   9.93 -0.43  0.96140  0.276 3.787  4.239  8.20  0.120 0.00 12.279 12.444 14.242 13.340 12.811 12.426 12.615  9.516  0.961 
 1   9.93 -0.43  1.22569  0.192 3.787  4.312 10.80  0.136 0.77 15.090 15.273 17.075 16.180 15.645 15.255 15.447 12.347  0.940 
 1   9.93 -0.43  0.99049  0.456 3.784  4.061 11.70  0.133 0.00 15.330 15.509 17.349 16.418 15.883 15.491 15.684 12.584  0.990 
 1   9.93 -0.41  0.98518  0.434 3.784  4.078 11.60  0.126 0.87 15.006 15.184 17.053 16.125 15.567 15.166 15.364 12.261  0.985 
 1   9.93 -0.39  0.98086  0.419 3.782  4.084 11.90  0.138 0.00 15.622 15.805 17.673 16.736 16.186 15.787 15.984 12.883  0.981 
 1   9.93 -0.39  0.99587  0.492 3.769  3.966 12.30  0.116 0.00 15.841 16.018 17.969 17.011 16.419 16.000 16.206 13.098  0.996 
 1   9.93 -0.39  1.02644  1.817 3.657  2.208 12.60  0.133 0.87 12.810 13.375 16.718 15.237 14.062 13.350 13.741 10.619  1.026 
 1   9.93 -0.37  0.97840  0.371 3.787  4.150 11.40  0.138 0.79 15.077 15.271 17.170 16.226 15.657 15.252 15.454 12.353  0.978 
 1   9.93 -0.37  0.84371 -0.162 3.756  4.495 11.70  0.153 0.85 16.543 16.824 19.016 18.012 17.283 16.800 17.051 13.928  0.844 
 1   9.93 -0.35  0.62242 -0.926 3.653  4.715  8.50  0.104 0.00 15.584 16.206 19.530 18.003 16.820 16.145 16.550 13.378  0.622 
 1   9.93 -0.35  0.93327  0.145 3.780  4.330 11.00  0.118 0.00 15.406 15.570 17.423 16.515 15.951 15.552 15.748 12.644  0.933 
 1   9.93 -0.33  0.96284  0.216 3.781  4.274  9.50  0.110 0.00 13.729 13.883 15.741 14.824 14.261 13.864 14.059 10.957  0.963 
 1   9.93 -0.33  0.89890 -0.004 3.769  4.418 11.30  0.121 0.00 16.081 16.261 18.202 17.278 16.665 16.242 16.452 13.342  0.899 
 1   9.93 -0.33  1.05280  1.717 3.686  2.432 13.40  0.138 0.00 13.877 14.299 17.338 15.961 14.922 14.279 14.622 11.504  1.053 
 1   9.93 -0.31  1.02565  0.491 3.764  3.959  9.90  0.119 0.00 13.443 13.625 15.651 14.665 14.039 13.607 13.822 10.712  1.026 
 1   9.93 -0.31  0.93571  0.104 3.777  4.357 10.90  0.123 0.00 15.409 15.578 17.470 16.553 15.968 15.560 15.762 12.656  0.936 
 1   9.93 -0.31  0.91087  0.020 3.770  4.404 11.70  0.135 0.96 15.799 15.997 17.980 17.041 16.410 15.977 16.193 13.082  0.911 
 1   9.93 -0.29  0.92647  0.058 3.773  4.383 11.30  0.136 0.80 15.684 15.906 17.943 16.981 16.327 15.884 16.109 12.996  0.926 
 1   9.93 -0.29  1.05061  0.635 3.700  3.570 12.10  0.120 0.00 15.283 15.632 18.366 17.131 16.188 15.608 15.916 12.791  1.051 
 1   9.93 -0.29  0.96192  0.172 3.779  4.312 12.10  0.122 0.71 16.314 16.510 18.458 17.515 16.909 16.489 16.701 13.594  0.962 
 1   9.93 -0.29  1.07005  2.329 3.634  1.621 12.70  0.136 0.00 11.649 12.385 16.381 14.603 13.183 12.359 12.817  9.696  1.070 
 1   9.93 -0.27  1.01573  0.392 3.782  4.126 10.60  0.113 0.80 14.200 14.364 16.310 15.349 14.755 14.345 14.549 11.445  1.016 
 1   9.93 -0.25  0.59993 -1.028 3.638  4.741  6.90  0.075 0.00 14.240 14.945 18.469 16.849 15.610 14.880 15.331 12.149  0.600 
 1   9.93 -0.25  0.97236  0.180 3.777  4.301  9.70  0.118 0.95 13.455 13.621 15.561 14.622 14.017 13.602 13.808 10.702  0.972 
 1   9.93 -0.25  1.01786  0.376 3.781  4.141 12.80  0.125 0.00 16.629 16.790 18.695 17.742 17.171 16.772 16.969 13.869  1.018 
 1   9.93 -0.23  0.84752 -0.233 3.742  4.514 10.00  0.135 0.00 15.353 15.592 17.842 16.808 16.052 15.570 15.817 12.697  0.848 
 1   9.93 -0.23  0.93698  0.057 3.770  4.378 10.70  0.119 0.77 15.131 15.341 17.403 16.429 15.763 15.319 15.545 12.432  0.937 
 1   9.93 -0.23  1.03158  0.412 3.779  4.102 11.10  0.144 0.00 14.840 15.020 16.960 15.993 15.410 15.002 15.205 12.104  1.032 
 1   9.93 -0.19  1.02535  0.355 3.777  4.146 12.00  0.135 0.00 15.882 16.054 18.015 17.046 16.449 16.036 16.241 13.139  1.025 
 1   9.93 -0.17  0.83151 -0.316 3.729  4.536  9.30  0.135 0.00 14.859 15.129 17.553 16.447 15.615 15.104 15.370 12.246  0.832 
 1   9.93 -0.15  0.78000 -0.493 3.704  4.584 10.50  0.104 1.00 15.763 16.094 18.830 17.583 16.616 16.059 16.360 13.224  0.780 
 1   9.93 -0.15  1.09111  0.753 3.689  3.426 12.10  0.123 0.00 14.987 15.387 18.338 17.011 15.976 15.360 15.690 12.565  1.091 
 1   9.93 -0.15  1.04026  0.392 3.775  4.108 12.70  0.129 0.00 16.491 16.656 18.644 17.662 17.054 16.638 16.844 13.742  1.040 
 1   9.93 -0.13  0.64662 -0.919 3.646  4.700  8.70  0.105 0.00 15.768 16.447 19.939 18.328 17.089 16.381 16.816 13.636  0.647 
