#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   V      u      v      b      y      Hb_w   Hb_n     Mact
 1   9.51 -0.25  1.06977  0.217 3.798  4.386  9.00  0.141 0.00 13.226 13.390 15.179 14.269 13.745 13.372 13.557 10.467  1.070 
 1   9.51 -0.21  1.06960  0.185 3.792  4.396 10.60  0.126 0.00 14.908 15.059 16.887 15.968 15.422 15.041 15.230 12.136  1.070 
 1   9.51 -0.17  1.03276  0.073 3.778  4.435 11.30  0.115 0.00 15.887 16.039 17.961 17.028 16.427 16.020 16.221 13.118  1.033 
 1   9.51 -0.13  1.03343  0.066 3.775  4.432 11.30  0.134 0.00 15.906 16.077 18.045 17.095 16.475 16.058 16.266 13.161  1.033 
 1   9.51 -0.11  0.87741 -0.321 3.729  4.563  7.90  0.116 0.00 13.473 13.723 16.163 15.048 14.205 13.697 13.961 10.837  0.877 
 1   9.51 -0.11  0.94132 -0.158 3.748  4.509  9.70  0.118 0.00 14.866 15.066 17.281 16.254 15.513 15.045 15.283 12.165  0.941 
 1   9.51 -0.11  1.17628  0.398 3.803  4.269 11.50  0.125 0.00 15.275 15.404 17.215 16.263 15.745 15.386 15.565 12.483  1.176 
 1   9.51 -0.11  1.16774  0.378 3.802  4.281 12.70  0.151 0.72 16.366 16.545 18.443 17.472 16.912 16.525 16.722 13.633  1.168 
 1   9.51 -0.07  1.39143  0.807 3.699  3.517 11.00  0.118 0.00 13.752 14.098 16.951 15.666 14.668 14.073 14.387 11.265  1.391 
 1   9.51 -0.01  0.82859 -0.490 3.701  4.595  8.60  0.113 0.00 14.594 14.944 17.775 16.485 15.475 14.906 15.215 12.079  0.829 
 1   9.51  0.01  1.14347  0.303 3.788  4.292 10.50  0.130 0.00 14.511 14.651 16.590 15.610 15.024 14.633 14.828 11.736  1.143 
 1   9.51  0.03  0.92567 -0.245 3.733  4.528  8.20  0.102 0.00 13.582 13.802 16.243 15.122 14.278 13.776 14.035 10.914  0.926 
 1   9.51  0.09  1.25399  0.484 3.787  4.147 11.10  0.101 0.00 14.661 14.765 16.743 15.733 15.136 14.747 14.939 11.850  1.254 
 1   9.51  0.13  0.87633 -0.400 3.708  4.557 10.60  0.115 0.00 16.369 16.691 19.511 18.229 17.221 16.656 16.959 13.828  0.876 
 1   9.51  0.15  0.89595 -0.353 3.714  4.545 10.50  0.107 0.86 15.747 16.113 18.995 17.687 16.655 16.073 16.392 13.256  0.896 
 1   9.51  0.17  1.87865  1.776 4.206  4.319 11.80  0.125 0.86 12.131 13.598 14.020 13.613 13.553 13.588 13.512 10.466  0.770 
 1   9.51  0.23  0.98621 -0.133 3.740  4.470 11.20  0.114 0.85 15.920 16.184 18.791 17.601 16.685 16.154 16.433 13.311  0.986 
 1   9.51  0.25  1.00939 -0.075 3.746  4.449 11.30  0.119 0.00 16.259 16.450 18.857 17.743 16.918 16.428 16.676 13.565  1.009 
 1   9.51  0.37  1.06219  0.055 3.760  4.394 11.70  0.125 0.82 16.019 16.225 18.673 17.534 16.695 16.199 16.453 13.346  1.062 
 1   9.53 -0.53  0.71215 -0.629 3.699  4.660  9.40  0.123 0.95 15.106 15.508 18.234 16.990 16.038 15.471 15.784 12.641  0.712 
 1   9.53 -0.45  0.78363 -0.444 3.723  4.616 10.30  0.112 0.71 15.969 16.308 18.759 17.655 16.811 16.278 16.565 13.429  0.784 
 1   9.53 -0.41  1.28768  0.778 3.723  3.609  7.90  0.118 0.00 10.724 10.995 13.387 12.282 11.493 10.975 11.243  8.121  1.288 
 1   9.53 -0.39  1.21150  0.639 3.808  4.061  8.30  0.112 0.00 11.472 11.604 13.342 12.393 11.927 11.587 11.755  8.676  1.212 
 1   9.53 -0.31  1.03719  0.186 3.797  4.403 12.10  0.126 0.82 16.101 16.276 18.132 17.215 16.652 16.257 16.454 13.356  1.037 
 1   9.53 -0.27  0.76458 -0.570 3.699  4.633  9.90  0.126 0.00 16.095 16.469 19.226 17.969 16.998 16.433 16.742 13.603  0.765 
 1   9.53 -0.23  1.10749  0.321 3.805  4.328 10.50  0.120 0.94 13.939 14.081 15.874 14.954 14.431 14.063 14.245 11.157  1.107 
 1   9.53 -0.23  0.97984 -0.022 3.770  4.476 11.20  0.143 0.00 16.026 16.222 18.204 17.262 16.631 16.203 16.417 13.308  0.980 
 1   9.53 -0.17  0.95284 -0.107 3.757  4.497  9.90  0.139 0.00 14.938 15.146 17.266 16.276 15.581 15.126 15.356 12.242  0.953 
 1   9.53 -0.15  1.11435  0.274 3.797  4.343  9.10  0.110 0.00 13.184 13.309 15.123 14.193 13.660 13.291 13.473 10.384  1.114 
 1   9.53 -0.15  1.21916  0.516 3.807  4.182 11.20  0.130 0.00 14.681 14.813 16.614 15.648 15.147 14.796 14.971 11.894  1.219 
 1   9.53 -0.13  0.76020 -0.635 3.684  4.637  7.00  0.092 0.00 13.357 13.775 16.767 15.394 14.325 13.728 14.064 10.915  0.760 
 1   9.53 -0.13  0.62061 -1.029 3.635  4.744  8.50  0.110 0.00 15.841 16.613 20.235 18.564 17.299 16.546 17.018 13.834  0.621 
 1   9.53 -0.13  1.07079  0.155 3.784  4.395  9.80  0.127 0.00 14.183 14.337 16.244 15.301 14.717 14.318 14.516 11.418  1.071 
 1   9.53 -0.13  1.03345  0.072 3.775  4.428 11.30  0.140 0.00 15.891 16.068 18.036 17.086 16.467 16.048 16.257 13.153  1.033 
 1   9.53 -0.11  0.98440 -0.048 3.761  4.469 10.00  0.141 0.83 14.552 14.793 17.023 15.987 15.244 14.769 15.014 11.898  0.984 
 1   9.53 -0.09  1.53382  1.817 3.671  2.402  8.30  0.108 0.93  8.527  8.994 12.364 10.867  9.669  8.971  9.343  6.225  1.421 
 1   9.53 -0.09  1.05899  0.125 3.779  4.399 12.00  0.137 0.00 16.459 16.625 18.585 17.627 17.017 16.606 16.811 13.710  1.059 
 1   9.53 -0.07  1.35644  0.732 3.734  3.720  9.60  0.116 0.00 12.540 12.770 15.200 14.062 13.257 12.749 13.008  9.894  1.356 
 1   9.53 -0.07  1.65969  0.693 3.716  3.690 10.30  0.131 0.82 13.338 13.637 16.279 15.071 14.168 13.614 13.902 10.783  1.362 
 1   9.53 -0.07  1.00370 -0.009 3.764  4.449 11.70  0.122 0.00 16.493 16.668 18.755 17.764 17.087 16.648 16.868 13.759  1.004 
 1   9.53 -0.03  1.40270  1.424 3.670  2.786 10.50  0.159 0.00 11.709 12.240 15.615 14.119 12.914 12.212 12.593  9.470  1.403 
 1   9.53 -0.03  1.00932 -0.000 3.763  4.439 11.30  0.146 0.00 16.071 16.269 18.396 17.387 16.696 16.248 16.475 13.366  1.009 
 1   9.53 -0.01  1.68712  0.396 3.792  4.228 11.90  0.149 0.70 15.680 15.835 17.762 16.776 16.205 15.817 16.011 12.922  1.184 
 1   9.53  0.01  0.90616 -0.287 3.728  4.542 10.70  0.138 0.00 16.188 16.457 18.964 17.818 16.949 16.430 16.701 13.578  0.906 
 1   9.53  0.03  0.56515 -1.213 3.611  4.792  8.00  0.097 0.74 15.417 16.490 20.369 18.519 17.290 16.421 16.989 13.817  0.565 
 1   9.53  0.03  0.97970 -0.102 3.750  4.479 11.30  0.137 0.72 16.141 16.412 18.756 17.676 16.882 16.385 16.646 13.526  0.980 
 1   9.53  0.03  1.22479  0.460 3.789  4.170 11.50  0.136 0.00 15.121 15.262 17.219 16.218 15.635 15.244 15.439 12.350  1.225 
 1   9.53  0.09  1.24730  0.475 3.784  4.143  9.50  0.120 0.00 13.082 13.208 15.216 14.199 13.589 13.190 13.389 10.297  1.247 
 1   9.53  0.09  1.09684  0.174 3.775  4.349 10.10  0.120 0.88 14.021 14.185 16.330 15.303 14.606 14.164 14.386 11.282  1.097 
 1   9.53  0.29  1.68523  0.764 3.773  3.848 12.30  0.117 0.81 15.159 15.283 17.494 16.387 15.698 15.265 15.480 12.388  1.370 
 1   9.55 -0.47  0.89173 -0.139 3.765  4.533 11.50  0.126 0.00 16.616 16.817 18.739 17.840 17.227 16.798 17.011 13.896  0.892 
 1   9.55 -0.45  1.02428  0.205 3.802  4.396 11.40  0.109 0.00 15.658 15.803 17.489 16.624 16.141 15.786 15.959 12.869  1.024 
 1   9.55 -0.45  0.96427  0.045 3.786  4.467 11.80  0.128 0.00 16.459 16.637 18.415 17.547 17.009 16.619 16.810 13.708  0.964 
 1   9.55 -0.43  1.29278  1.163 3.700  3.135 10.20  0.148 0.00 12.063 12.437 15.143 13.911 13.001 12.416 12.727  9.604  1.293 
 1   9.55 -0.39  0.91469 -0.093 3.769  4.513  9.70  0.109 0.00 14.703 14.876 16.783 15.882 15.276 14.856 15.064 11.952  0.915 
 1   9.55 -0.35  1.22969  0.659 3.806  4.040 12.40  0.113 0.00 15.523 15.654 17.411 16.455 15.981 15.637 15.806 12.726  1.230 
 1   9.55 -0.33  1.45651  0.856 3.708  3.476  9.80  0.115 0.89 12.430 12.745 15.360 14.167 13.282 12.724 13.017  9.894  1.302 
 1   9.55 -0.33  1.26359  0.729 3.801  3.960 11.30  0.141 0.00 14.248 14.408 16.216 15.245 14.751 14.391 14.569 11.484  1.264 
 1   9.55 -0.31  0.89148 -0.199 3.752  4.541 11.50  0.135 0.77 16.517 16.797 19.018 18.005 17.258 16.771 17.026 13.901  0.891 
 1   9.55 -0.29  0.81103 -0.422 3.722  4.603  9.40  0.113 0.86 14.810 15.152 17.742 16.568 15.662 15.118 15.412 12.276  0.811 
 1   9.55 -0.27  0.79724 -0.471 3.714  4.611  9.50  0.116 0.87 15.016 15.393 18.095 16.869 15.918 15.356 15.664 12.524  0.797 
 1   9.55 -0.25  0.80697 -0.451 3.716  4.605 10.10  0.123 0.00 15.998 16.303 18.850 17.690 16.804 16.273 16.555 13.424  0.807 
 1   9.55 -0.23  1.02264  0.083 3.781  4.436 11.70  0.132 0.00 16.262 16.431 18.318 17.397 16.815 16.412 16.612 13.510  1.023 
 1   9.55 -0.21  0.96695 -0.055 3.765  4.483  9.20  0.121 0.00 14.107 14.287 16.308 15.353 14.701 14.267 14.484 11.373  0.967 
 1   9.55 -0.21  1.26383  0.636 3.797  4.038 11.60  0.121 0.00 14.781 14.917 16.756 15.785 15.266 14.899 15.080 11.993  1.264 
 1   9.55 -0.17  1.38522  2.147 3.637  1.922 10.30  0.090 0.99  9.272  9.859 13.476 11.876 10.585  9.832 10.243  7.122  1.369 
 1   9.55 -0.15  0.67590 -0.863 3.654  4.692  9.80  0.149 0.99 15.993 16.667 20.099 18.520 17.298 16.603 17.026 13.851  0.676 
 1   9.55 -0.13  1.08632  0.195 3.788  4.375 11.10  0.145 0.00 15.382 15.550 17.446 16.501 15.927 15.532 15.729 12.634  1.086 
 1   9.55 -0.11  0.90377 -0.246 3.738  4.537  9.40  0.134 0.00 14.785 15.029 17.376 16.298 15.500 15.006 15.260 12.140  0.904 
 1   9.55 -0.11  1.38311  2.558 3.605  1.386  9.70  0.131 0.98  8.041  9.039 13.601 11.554  9.942  9.003  9.545  6.418  1.383 
 1   9.55 -0.07  0.89885 -0.273 3.733  4.543 10.20  0.139 0.00 15.653 15.913 18.334 17.225 16.394 15.888 16.151 13.029  0.899 
 1   9.55 -0.05  0.88220 -0.325 3.726  4.558  7.40  0.102 0.00 12.982 13.224 15.715 14.577 13.710 13.197 13.464 10.339  0.882 
 1   9.55 -0.05  1.12786  0.292 3.791  4.307  9.10  0.120 0.00 13.141 13.274 15.169 14.207 13.639 13.255 13.446 10.355  1.128 
 1   9.55 -0.01  1.31459  0.762 3.791  3.903 10.70  0.121 0.00 13.564 13.687 15.646 14.614 14.050 13.669 13.858 10.771  1.315 
 1   9.55 -0.01  1.15222  0.344 3.788  4.254 10.90  0.119 0.00 14.809 14.939 16.869 15.890 15.310 14.921 15.114 12.022  1.152 
 1   9.55  0.03  0.94401 -0.189 3.740  4.507 10.50  0.136 0.89 15.285 15.566 18.082 16.932 16.059 15.538 15.812 12.689  0.944 
 1   9.55  0.05  1.48663  0.286 3.784  4.288 10.40  0.111 0.76 14.451 14.576 16.547 15.560 14.955 14.557 14.755 11.661  1.135 
 1   9.55  0.11  1.40884  2.021 3.629  2.027 10.10  0.127 0.00  9.819 10.614 14.861 12.959 11.441 10.580 11.063  7.937  1.409 
 1   9.55  0.13  0.97272 -0.141 3.741  4.478 10.40  0.137 0.00 15.522 15.750 18.167 17.053 16.225 15.727 15.982 12.867  0.973 
 1   9.55  0.37  0.91359 -0.313 3.717  4.526 10.20  0.135 0.00 15.752 16.051 18.888 17.604 16.585 16.018 16.316 13.194  0.914 
 1   9.57 -0.61  1.12705  0.542 3.832  4.221 11.40  0.108 0.00 14.815 14.950 16.565 15.628 15.229 14.933 15.083 12.027  1.127 
 1   9.57 -0.49  0.74400 -0.543 3.710  4.638 10.20  0.119 0.00 16.329 16.655 19.178 18.029 17.158 16.626 16.911 13.776  0.744 
 1   9.57 -0.45  0.87814 -0.176 3.760  4.543  8.80  0.125 0.00 14.009 14.215 16.191 15.273 14.635 14.196 14.415 11.298  0.878 
 1   9.57 -0.37  1.07423  0.372 3.815  4.305 11.00  0.122 0.00 14.841 14.983 16.671 15.755 15.298 14.965 15.131 12.058  1.074 
 1   9.57 -0.35  0.86926 -0.231 3.750  4.554  8.00  0.092 0.00 13.348 13.530 15.617 14.654 13.963 13.510 13.737 10.617  0.869 
 1   9.57 -0.33  0.74024 -0.613 3.694  4.643  8.80  0.123 0.00 15.103 15.497 18.288 17.013 16.031 15.459 15.774 12.632  0.740 
 1   9.57 -0.33  0.79102 -0.460 3.718  4.613  9.10  0.130 0.00 15.019 15.325 17.818 16.684 15.822 15.297 15.575 12.444  0.791 
 1   9.57 -0.29  0.78146 -0.506 3.709  4.619  9.40  0.124 0.00 15.435 15.766 18.381 17.190 16.277 15.734 16.025 12.891  0.781 
 1   9.57 -0.29  0.77630 -0.521 3.707  4.623 10.00  0.117 0.00 16.073 16.405 19.046 17.842 16.919 16.373 16.667 13.532  0.776 
 1   9.57 -0.29  1.14047  0.450 3.816  4.254 11.00  0.129 0.80 14.404 14.557 16.336 15.392 14.893 14.539 14.717 11.638  1.140 
 1   9.57 -0.25  1.11869  0.376 3.808  4.290  9.20  0.130 0.00 13.030 13.173 14.924 13.992 13.504 13.155 13.329 10.250  1.119 
 1   9.57 -0.25  1.19704  0.541 3.810  4.162 10.80  0.136 0.00 14.218 14.363 16.132 15.172 14.690 14.345 14.518 11.442  1.197 
 1   9.57 -0.25  1.08427  0.291 3.803  4.338 11.80  0.129 0.00 15.842 15.988 17.752 16.836 16.331 15.971 16.149 13.064  1.084 
 1   9.57 -0.21  0.86025 -0.318 3.733  4.568 11.00  0.120 0.00 16.564 16.810 19.165 18.088 17.283 16.786 17.043 13.919  0.860 
 1   9.57 -0.19  1.26625  0.638 3.791  4.012  9.50  0.146 0.79 12.438 12.609 14.521 13.543 12.983 12.591 12.786  9.692  1.266 
 1   9.57 -0.19  1.05301  0.144 3.785  4.404 10.30  0.143 0.00 14.711 14.884 16.770 15.839 15.264 14.865 15.064 11.966  1.053 
 1   9.57 -0.17  1.04720  0.123 3.782  4.409 11.10  0.115 0.00 15.561 15.708 17.603 16.672 16.087 15.689 15.886 12.786  1.047 
 1   9.57 -0.15  0.93065 -0.159 3.750  4.511 10.30  0.133 0.00 15.467 15.682 17.874 16.859 16.129 15.661 15.899 12.781  0.931 
 1   9.57 -0.15  1.32837  0.850 3.698  3.448 10.40  0.146 0.00 13.044 13.425 16.280 14.995 14.003 13.401 13.721 10.598  1.328 
 1   9.57 -0.15  0.90562 -0.223 3.742  4.532 11.10  0.105 0.00 16.427 16.634 18.897 17.853 17.088 16.611 16.854 13.734  0.906 
 1   9.57 -0.15  1.02445  0.067 3.775  4.428 11.30  0.128 0.00 15.901 16.067 18.020 17.076 16.463 16.048 16.254 13.149  1.024 
 1   9.57 -0.13  1.61690  0.706 3.709  3.634 11.60  0.128 0.82 14.605 14.929 17.636 16.405 15.474 14.905 15.204 12.082  1.322 
 1   9.57 -0.11  0.92572 -0.185 3.745  4.515  7.90  0.091 0.00 13.132 13.314 15.550 14.514 13.760 13.292 13.529 10.411  0.926 
 1   9.57 -0.11  1.35606  1.531 3.668  2.658  9.70  0.113 0.00 10.642 11.135 14.480 12.994 11.803 11.109 11.484  8.362  1.356 
 1   9.57 -0.11  1.05016  0.120 3.779  4.400 12.10  0.132 0.00 16.570 16.733 18.683 17.731 17.124 16.714 16.918 13.817  1.050 
 1   9.57 -0.07  1.30197  0.764 3.777  3.844 11.40  0.127 0.71 14.149 14.306 16.359 15.324 14.705 14.287 14.495 11.396  1.302 
 1   9.57 -0.05  0.75709 -0.668 3.677  4.637  8.70  0.116 0.00 15.140 15.625 18.769 17.325 16.197 15.572 15.931 12.776  0.757 
 1   9.57 -0.05  0.86662 -0.363 3.720  4.566 10.00  0.137 0.00 15.677 15.974 18.556 17.379 16.478 15.945 16.227 13.100  0.867 
 1   9.57 -0.05  1.35879  1.189 3.680  3.048 10.10  0.116 0.00 11.897 12.330 15.493 14.082 12.959 12.303 12.655  9.532  1.359 
 1   9.57 -0.01  0.78613 -0.600 3.685  4.619 10.30  0.124 0.90 16.063 16.584 19.759 18.305 17.167 16.530 16.900 13.743  0.786 
 1   9.57  0.01  1.14459  0.328 3.787  4.264 10.20  0.124 0.00 14.150 14.284 16.229 15.246 14.658 14.265 14.461 11.369  1.145 
 1   9.57  0.07  0.78885 -0.614 3.678  4.606  9.90  0.117 0.00 16.206 16.686 19.874 18.410 17.263 16.632 16.994 13.841  0.789 
 1   9.57  0.09  1.24453  0.475 3.778  4.116 10.10  0.144 0.00 13.682 13.841 15.909 14.879 14.242 13.822 14.032 10.936  1.245 
 1   9.57  0.09  0.98149 -0.103 3.747  4.468 11.00  0.121 0.00 16.027 16.224 18.541 17.465 16.682 16.202 16.446 13.332  0.981 
 1   9.57  0.11  1.34707  0.621 3.703  3.705 10.70  0.127 0.00 13.918 14.257 17.158 15.853 14.828 14.231 14.545 11.424  1.347 
 1   9.57  0.15  0.87292 -0.405 3.706  4.554  9.20  0.114 0.72 14.767 15.179 18.107 16.779 15.734 15.138 15.468 12.332  0.873 
 1   9.57  0.17  1.32409  0.720 3.768  3.857  8.80  0.102 0.00 11.771 11.898 14.089 13.002 12.315 11.879 12.095  8.997  1.324 
 1   9.57  0.17  1.04698  0.044 3.759  4.396 10.70  0.120 0.00 15.359 15.527 17.767 16.708 15.965 15.506 15.737 12.631  1.047 
 1   9.59 -0.55  1.05387  0.324 3.817  4.349 11.10  0.129 0.82 14.765 14.941 16.638 15.752 15.277 14.924 15.100 12.016  1.054 
 1   9.59 -0.51  1.07287  0.363 3.818  4.324 12.10  0.113 0.00 15.962 16.106 17.741 16.848 16.413 16.089 16.250 13.178  1.073 
 1   9.59 -0.47  0.97563  0.091 3.791  4.446 10.90  0.128 0.00 15.442 15.619 17.362 16.499 15.981 15.601 15.788 12.689  0.976 
 1   9.59 -0.45  0.68901 -0.722 3.682  4.674  9.20  0.118 0.86 15.328 15.849 18.866 17.489 16.423 15.800 16.159 13.003  0.689 
 1   9.59 -0.43  0.96069  0.047 3.785  4.459 10.50  0.114 0.00 15.154 15.318 17.102 16.231 15.689 15.299 15.490 12.388  0.961 
 1   9.59 -0.43  1.12260  0.491 3.815  4.203 10.70  0.136 0.00 14.242 14.401 16.102 15.171 14.719 14.384 14.551 11.478  1.123 
 1   9.59 -0.35  1.30241  1.828 3.686  2.415 10.80  0.126 0.75 10.980 11.384 14.354 13.009 11.996 11.364 11.700  8.582  1.302 
 1   9.59 -0.27  0.80452 -0.442 3.718  4.603  8.20  0.120 0.71 13.873 14.240 16.833 15.662 14.759 14.207 14.507 11.371  0.805 
 1   9.59 -0.23  0.86483 -0.294 3.737  4.561 10.60  0.107 0.00 16.105 16.330 18.626 17.573 16.793 16.307 16.556 13.433  0.865 
 1   9.59 -0.21  0.96889 -0.040 3.766  4.475 11.20  0.126 0.87 15.636 15.844 17.964 16.975 16.278 15.823 16.054 12.939  0.969 
 1   9.59 -0.19  1.32258  1.342 3.680  2.884 10.90  0.111 0.00 12.315 12.741 15.846 14.457 13.366 12.716 13.064  9.942  1.323 
 1   9.59 -0.15  0.95335 -0.097 3.757  4.488 11.80  0.119 0.79 16.534 16.774 19.009 17.976 17.226 16.749 16.996 13.876  0.953 
 1   9.59 -0.13  0.73201 -0.709 3.673  4.651  9.90  0.128 0.87 15.970 16.561 19.832 18.332 17.167 16.503 16.897 13.732  0.732 
 1   9.59 -0.13  1.11962  0.302 3.796  4.313 12.30  0.149 0.00 16.314 16.476 18.330 17.382 16.838 16.458 16.648 13.559  1.120 
 1   9.59 -0.09  1.07435  0.183 3.783  4.365 10.30  0.124 0.00 14.612 14.759 16.684 15.730 15.140 14.741 14.939 11.841  1.074 
 1   9.59 -0.09  1.45273  0.751 3.765  3.805 12.10  0.141 0.89 14.991 15.177 17.306 16.253 15.599 15.159 15.379 12.275  1.293 
 1   9.59 -0.07  0.79650 -0.545 3.695  4.610  7.80  0.085 0.00 13.933 14.286 17.154 15.843 14.819 14.245 14.560 11.419  0.796 
 1   9.59 -0.05  0.83678 -0.439 3.709  4.583 10.20  0.112 0.00 16.068 16.383 19.088 17.854 16.898 16.349 16.643 13.511  0.837 
 1   9.59 -0.05  1.01930  0.047 3.768  4.417 11.40  0.113 0.00 16.052 16.208 18.258 17.275 16.617 16.188 16.402 13.295  1.019 
 1   9.59 -0.03  1.45387  0.296 3.787  4.284 11.30  0.132 0.77 15.328 15.475 17.410 16.436 15.851 15.457 15.653 12.560  1.120 
 1   9.59 -0.01  0.96006 -0.118 3.748  4.478 11.30  0.129 0.99 15.659 15.872 18.156 17.096 16.328 15.850 16.094 12.978  0.960 
 1   9.59  0.01  0.65295 -0.974 3.636  4.715  7.30  0.096 0.00 14.505 15.267 18.925 17.225 15.949 15.198 15.672 12.486  0.653 
 1   9.59  0.03  1.05132  0.102 3.770  4.384 11.70  0.136 0.96 15.583 15.761 17.876 16.865 16.181 15.741 15.962 12.856  1.051 
 1   9.59  0.09  1.07666  0.149 3.771  4.352 10.70  0.135 0.00 15.098 15.261 17.358 16.343 15.673 15.241 15.458 12.356  1.077 
 1   9.59  0.09  0.94071 -0.204 3.735  4.502 11.00  0.133 0.87 15.866 16.167 18.772 17.586 16.673 16.136 16.421 13.296  0.941 
 1   9.59  0.09  1.23553  0.464 3.776  4.114 11.10  0.147 0.96 14.051 14.213 16.280 15.253 14.615 14.195 14.405 11.309  1.236 
 1   9.59  0.11  1.50830  0.512 3.772  4.062 10.20  0.139 0.84 13.689 13.851 15.976 14.927 14.264 13.832 14.048 10.950  1.265 
 1   9.59  0.11  0.94849 -0.189 3.736  4.495 11.30  0.130 0.86 16.157 16.455 19.054 17.870 16.959 16.424 16.708 13.583  0.948 
 1   9.61 -0.59  0.71488 -0.589 3.707  4.654  9.50  0.117 0.00 15.744 16.080 18.608 17.459 16.587 16.050 16.339 13.202  0.715 
 1   9.61 -0.43  1.22624  0.756 3.721  3.602 11.30  0.138 0.00 14.181 14.480 16.902 15.786 14.987 14.460 14.734 11.611  1.226 
 1   9.61 -0.41  1.07154  0.370 3.810  4.283 12.10  0.131 0.73 15.789 15.962 17.729 16.807 16.307 15.944 16.126 13.041  1.072 
 1   9.61 -0.39  0.84975 -0.258 3.748  4.563 10.10  0.096 0.00 15.514 15.707 17.803 16.839 16.143 15.686 15.917 12.795  0.850 
 1   9.61 -0.35  0.92996 -0.056 3.771  4.493  9.20  0.142 0.00 14.110 14.310 16.233 15.322 14.715 14.291 14.502 11.392  0.930 
 1   9.61 -0.35  0.81806 -0.365 3.732  4.591 10.80  0.144 0.00 16.482 16.759 19.077 18.021 17.235 16.735 16.995 13.869  0.818 
 1   9.61 -0.31  1.20688  0.611 3.796  4.039 11.70  0.130 0.77 14.742 14.902 16.744 15.793 15.263 14.884 15.072 11.979  1.207 
 1   9.61 -0.31  1.52634  0.350 3.808  4.301 12.30  0.136 0.71 16.194 16.348 18.084 17.163 16.680 16.331 16.505 13.425  1.081 
 1   9.61 -0.29  1.02102  0.155 3.791  4.402 10.30  0.127 0.00 14.682 14.841 16.648 15.744 15.205 14.823 15.012 11.916  1.021 
 1   9.61 -0.29  1.14985  0.484 3.810  4.202 12.10  0.122 0.00 15.660 15.795 17.538 16.595 16.119 15.778 15.948 12.872  1.150 
 1   9.61 -0.15  1.31194  1.218 3.683  3.015 10.70  0.139 0.00 12.426 12.868 15.957 14.575 13.491 12.843 13.190 10.068  1.312 
 1   9.61 -0.15  1.17032  0.442 3.800  4.211 12.40  0.121 0.00 16.064 16.193 18.008 17.056 16.537 16.175 16.354 13.269  1.170 
 1   9.61 -0.13  0.91752 -0.190 3.745  4.517 10.20  0.120 0.00 15.445 15.657 17.902 16.864 16.110 15.634 15.877 12.758  0.918 
 1   9.61 -0.13  0.83910 -0.400 3.718  4.580 10.80  0.119 0.72 16.360 16.726 19.374 18.175 17.248 16.692 16.995 13.860  0.839 
 1   9.61 -0.09  1.09496  0.240 3.788  4.334 11.50  0.132 0.00 15.669 15.819 17.724 16.768 16.193 15.801 15.996 12.902  1.095 
 1   9.61 -0.07  0.81445 -0.490 3.703  4.596 10.20  0.142 0.00 16.194 16.565 19.364 18.090 17.098 16.529 16.839 13.704  0.814 
 1   9.61 -0.07  1.20761  0.479 3.789  4.142 11.60  0.132 0.00 15.172 15.317 17.242 16.257 15.687 15.299 15.492 12.400  1.208 
 1   9.61 -0.05  1.21355  0.482 3.786  4.129 11.70  0.124 0.00 15.266 15.405 17.354 16.363 15.781 15.387 15.582 12.489  1.214 
 1   9.61 -0.03  0.84030 -0.434 3.709  4.579 10.70  0.121 0.97 15.897 16.243 19.027 17.759 16.770 16.207 16.512 13.378  0.840 
 1   9.61 -0.01  1.32907  1.148 3.678  3.073 10.60  0.136 0.94 12.187 12.559 15.220 14.009 13.108 12.534 12.839  9.728  1.329 
 1   9.61  0.01  1.39469  0.014 3.763  4.426 11.50  0.132 0.73 16.228 16.412 18.539 17.528 16.836 16.392 16.616 13.508  1.014 
 1   9.61  0.03  0.91370 -0.257 3.731  4.526  8.60  0.114 0.00 14.012 14.249 16.720 15.587 14.732 14.223 14.486 11.365  0.914 
 1   9.61  0.03  1.29263  0.627 3.730  3.787 13.20  0.140 0.00 16.402 16.662 19.193 18.021 17.169 16.640 16.912 13.797  1.293 
 1   9.61  0.13  1.55986  0.401 3.773  4.157 11.30  0.128 0.77 15.067 15.214 17.320 16.284 15.622 15.195 15.408 12.310  1.204 
 1   9.61  0.15  1.16155  0.329 3.777  4.226 11.70  0.108 0.75 15.465 15.616 17.763 16.718 16.030 15.594 15.813 12.713  1.162 
 1   9.61  0.19  1.09689  0.173 3.768  4.323 11.80  0.135 0.00 16.138 16.302 18.478 17.431 16.726 16.282 16.505 13.404  1.097 
 1   9.61  0.19  1.19804  0.370 3.771  4.176 12.50  0.113 0.00 16.346 16.480 18.628 17.578 16.894 16.461 16.676 13.578  1.198 
 1   9.61  0.23  1.14199  0.273 3.773  4.260 12.60  0.119 1.00 15.944 16.080 18.223 17.177 16.491 16.060 16.275 13.178  1.142 
 1   9.61  0.27  1.24973  0.458 3.766  4.087 10.40  0.125 0.00 14.025 14.176 16.420 15.330 14.607 14.157 14.382 11.284  1.250 
 1   9.61  0.31  0.69037 -0.904 3.639  4.681  8.70  0.106 0.00 15.730 16.510 20.269 18.489 17.200 16.440 16.925 13.746  0.690 
 1   9.63 -0.55  1.13775  0.576 3.817  4.131 12.20  0.144 0.00 15.530 15.704 17.390 16.455 16.018 15.688 15.853 12.781  1.138 
 1   9.63 -0.53  1.04181  0.306 3.813  4.348  9.90  0.136 0.00 13.905 14.077 15.733 14.850 14.400 14.060 14.229 11.151  1.042 
